id,userid,password,residence_state,high_school,high_school_name,high_school_city,high_school_state,major_1,major_2,GPA,college_class,ACT_english,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_math,SAT_EBRW,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
5069,hwebb,wDSykXRm0LP6SoL,NY,137,Emma Willard School,Troy,NY,Chemical Physics,Digital Communication and Media/Multimedia,3.09,2023,24,32,27,20,18,416,525,731,568,446,646,721,678,514,772,688,1
5068,cheryljohnson,sdVhbdQMjnCte1,MA,24,Deerfield Academy,Deerfield,MA,American Indian/Native American Studies,"Apparel and Textiles, General",3.03,2027,25,22,28,22,13,400,439,621,657,506,611,776,800,487,659,721,5
5067,vanessa37,3sYBMunBju1k,IL,62,University of Chicago Laboratory Schools,Chicago,IL,"Graphic Communications, General",Educational/Instructional Technology,2.83,2028,25,18,16,16,17,558,551,800,696,689,635,586,681,800,712,800,5
5066,ibennett,06VepsWVUDs0d8C,OR,166,Oregon Episcopal School,Portland,OR,"Arts, Entertainment, and Media Management, General","Fine Arts and Art Studies, Other",3.13,2025,24,22,18,15,26,439,514,597,744,627,718,797,612,725,659,794,1
5065,sholmes,YcSBvqM286D,MA,24,Deerfield Academy,Deerfield,MA,Environmental Biology,Geophysics and Seismology,3.25,2028,9,16,20,23,26,555,653,547,652,716,693,738,490,800,787,428,6
5064,jefferywilliams,kZE6NPMKIVF3TtbPVG,OH,169,Western Reserve Academy,Hudson,OH,Applied Economics,Industrial Technology/Technician,2.46,2023,24,26,33,15,21,438,554,480,581,556,704,613,400,618,546,714,9
5063,peter69,CjIKPWQ7A7lluZt,CA,54,Head-Royce School,Oakland,CA,International/Global Studies,Education/Teaching of Individuals in Early Childhood Special Education Programs,3.65,2024,22,16,25,17,24,542,431,505,575,549,620,589,748,738,723,564,0
5062,graysteven,nzDL7mPhikXAyzAO9W,CA,112,Woodside Priory School,Portola Valley,CA,English Literature (British and Commonwealth),German Language and Literature,2.75,2023,17,19,32,17,25,517,466,800,609,667,630,530,551,658,734,631,7
5061,osanchez,t9bHaezetmWl8x,MA,32,Middlesex School,Concord,MA,Educational Psychology,Architectural Engineering Technology/Technician,2.49,2027,19,20,17,18,23,552,401,595,541,566,670,568,593,593,661,775,5
5060,virginia72,52GeYA7jmpMX,CA,30,Cate School,Carpinteria,CA,Agricultural Engineering,Biology Teacher Education,3.21,2023,12,28,18,17,26,723,530,590,671,631,676,601,425,793,800,630,5
5059,jimenezantonio,UQXXFEStW4vt0V9NJ1y,NY,36,Stuyvesant High School,New York,NY,Ecology,Artificial Intelligence,2.53,2025,15,24,29,8,26,573,706,654,614,685,688,613,719,524,629,649,2
5058,johnbowen,9fasRT7bA,MO,29,John Burroughs School,St. Louis,MO,Health/Medical Physics,Aircraft Powerplant Technology/Technician,4.00,2026,14,22,20,17,14,718,480,504,729,658,800,730,679,800,597,632,6
5057,myersjennifer,FY6ULrY3Kw7NWx,CA,60,The Harker School,San Jose,CA,"Foods, Nutrition, and Related Services, Other",Humanities/Humanistic Studies,2.33,2025,32,18,22,15,13,509,528,528,687,652,499,744,661,638,777,664,3
5056,qgonzales,j8nJeUaST3,MS,44,The Mississippi School for Mathematics and Science,Columbus,MS,Foodservice Systems Administration/Management,Customer Service Management,2.78,2028,29,17,18,21,16,537,608,451,703,637,678,624,668,576,617,649,1
5055,jenkinsleroy,M0BA1TKqmNj5PB,NY,79,Williamsburg Charter High School,Brooklyn,NY,Geological/Geophysical Engineering,"General Merchandising, Sales, and Related Marketing Operations, Other",3.04,2026,30,14,20,21,28,444,507,601,800,590,471,599,508,736,781,519,8
5054,zbrooks,xDxv6d6j3c2LmrWW1,CA,127,Chadwick School,Palos Verdes Peninsula,CA,Atomic/Molecular Physics,Education/Teaching of Individuals with Hearing Impairments Including Deafness,2.36,2024,21,25,28,20,24,480,456,416,492,719,403,728,739,691,564,757,0
5053,robinsonamy,5owQUMBXM8,NH,18,St. Paul's School,Concord,NH,East Asian Studies,"Geography, Other",2.63,2024,22,26,23,15,27,545,417,702,643,785,483,732,562,756,643,570,7
5052,randall21,M58C6fwU7iXq4KL,FL,35,Ransom Everglades School,Coconut Grove,FL,Jazz/Jazz Studies,"Chemistry, Other",3.09,2028,24,15,23,16,15,511,624,540,800,596,568,716,634,597,584,729,1
5051,imathis,6MuZDlyvQ,NY,13,Collegiate School,New York,NY,Engineering/Industrial Management,Engineering/Industrial Management,3.18,2024,15,26,9,23,19,576,606,735,498,757,800,800,546,595,671,400,0
5050,msmith,Y7hWNg7X7ITQTGiJ6yu,PA,73,Germantown Friends School,Philadelphia,PA,Biopsychology,Business Statistics,2.27,2023,8,24,19,23,17,584,714,610,738,648,425,567,692,800,484,597,7
5049,philiptran,LDxeexJUAT45k6hA4n,NJ,48,Newark Academy,Livingston,NJ,Health Information/Medical Records Technology/Technician,Geographic Information Science and Cartography,2.96,2028,20,15,19,26,14,625,552,509,597,712,594,649,530,607,659,472,10
5048,anthony61,nDEhaUSa3R9OnDZi20q,CA,60,The Harker School,San Jose,CA,"Aeronautics/Aviation/Aerospace Science and Technology, General",Graphic Design,3.12,2028,25,24,19,21,26,671,497,530,688,529,587,533,633,687,766,800,6
5047,linda83,94CqPclB,NJ,190,Academy for Allied Health Science,Scotch Plains,NJ,"Biomedical Sciences, General","Aerospace, Aeronautical and Astronautical/Space Engineering",2.22,2023,19,20,21,21,15,514,645,400,696,800,676,800,687,800,662,655,1
5046,alisonmartinez,0ndLdM7anBJlB5,NJ,77,Delbarton School,Morristown,NJ,Commercial Photography,Criminology,1.77,2023,1,25,25,16,16,800,402,607,497,662,555,556,620,800,749,713,6
5045,hfernandez,fycfr4cZ2X9jxrgx3s,MI,41,Cranbrook Schools,Bloomfield Hills,MI,"General Merchandising, Sales, and Related Marketing Operations, Other","Art History, Criticism and Conservation",2.90,2025,18,24,32,21,18,400,518,663,725,663,641,618,430,671,695,695,7
5044,kathleenrobinson,71KynIs0V,DC,39,Georgetown Day School,Washington,DC,Computer Software Engineering,"Chemistry, General",2.34,2025,15,11,11,26,25,484,655,576,780,460,688,766,763,694,748,608,8
5043,vstein,7JBQZ9LndsvGyZd,WA,156,Eastside Preparatory School,Kirkland,WA,Graphic Design,Conservation Biology,3.21,2025,14,19,28,18,23,400,400,733,589,599,693,695,769,473,605,629,2
5042,imann,9xeic7kxc51PZE,CA,184,Oakwood School,North Hollywood,CA,Criminal Justice/Police Science,Electromechanical Technology/Electromechanical Engineering Technology,2.97,2024,24,18,28,20,19,500,581,565,510,584,587,609,502,714,694,591,0
5041,ryanjackson,y43psMJKsFoFFZiS,NY,81,The Cathedral School of St. John the Divine,New York,NY,"Funeral Service and Mortuary Science, General",Caribbean Studies,3.12,2027,26,15,28,26,27,578,549,575,656,574,510,691,651,492,742,800,0
5040,xbright,j3tVNTju0C4tDanx9PRS,GA,125,Pace Academy,Atlanta,GA,Aquatic Biology/Limnology,Health/Medical Physics,3.32,2027,1,23,12,24,36,587,650,572,793,554,634,699,761,615,675,468,8
5039,rscott,15wBzLHiR5t,IL,194,Jones College Prep High School,Chicago,IL,Health Communication,Biotechnology,2.95,2025,20,22,22,36,9,644,400,448,669,672,526,655,763,800,799,693,4
5038,kristen54,OOETJaUJzMddLWa6k5kg,CA,111,Lick-Wilmerding High School,San Francisco,CA,Business/Managerial Economics,American Government and Politics (United States),2.74,2024,26,23,14,17,15,482,693,543,576,654,643,771,697,506,475,643,9
5037,jessica69,ga1TKPTn6qycJJp,NY,79,Williamsburg Charter High School,Brooklyn,NY,Animal Physiology,Fire Science/Fire-fighting,2.60,2026,17,27,27,17,20,800,599,747,732,558,778,616,767,679,561,616,1
5036,coopermatthew,i4Wk5esHDfpKEB,MS,44,The Mississippi School for Mathematics and Science,Columbus,MS,"Dramatic/Theatre Arts and Stagecraft, Other","Crafts/Craft Design, Folk Art and Artisanry",3.57,2023,9,13,21,18,19,525,585,632,691,700,547,795,512,556,665,703,5
5035,gonzalezkelly,jr2CmQaXD3X2y2YqF61D,NY,47,Riverdale Country School,Bronx,NY,"Agriculture, General",Computer Engineering Technology/Technician,3.26,2024,13,7,36,20,19,754,509,680,752,729,637,685,720,647,744,709,0
5034,burgessbrittany,MhXBBvjE1b,WA,14,Lakeside School,Seattle,WA,"Computer and Information Sciences and Support Services, Other",Aircraft Powerplant Technology/Technician,3.03,2023,26,26,15,27,21,614,650,610,639,652,679,701,664,693,727,581,6
5033,elane,t1qUiiHPO53XtHk,GA,125,Pace Academy,Atlanta,GA,Ethnic Studies,Information Technology,3.07,2026,24,22,25,21,21,800,471,542,595,646,690,625,600,778,752,734,7
5032,estuart,Oo37ByVk1sC3kddci2,VA,21,Thomas Jefferson High School for Science & Technology,Alexandria,VA,"Computer and Information Sciences and Support Services, Other",Early Childhood Education and Teaching,2.93,2024,7,22,18,26,25,800,400,614,554,686,783,736,560,610,766,473,7
5031,jameseric,0Hc2ULVelZk,TX,84,School of Science & Engineering,Dallas,TX,"Geology/Earth Science, General",Education/Teaching of Individuals with Specific Learning Disabilities,2.84,2028,6,23,17,22,20,489,594,705,772,630,570,628,735,800,800,649,1
5030,jacobfrost,Fbd57eUq7gTBOTb,IL,69,Adlai E. Stevenson High School,Lincolnshire,IL,Agricultural Business Technology,Architectural Engineering Technology/Technician,2.94,2027,27,19,1,26,16,400,528,565,800,616,693,731,646,697,800,633,8
5029,valerie21,K2hQoEMGnJUulxbk2b,NY,135,Saint Ann's School,Brooklyn,NY,Forest Sciences and Biology,"Graphic Communications, General",2.35,2026,17,24,7,18,25,436,731,637,564,470,475,609,713,718,717,585,10
5028,amy68,h0ED4graD1KasKKH,MA,3,Phillips Academy,Andover,MA,Army JROTC/ROTC,Environmental Studies,2.38,2027,22,31,15,15,21,506,400,658,778,662,772,667,780,692,788,672,7
5027,beckeranna,9ZgVqdI6snB,CA,96,San Francisco University High School,San Francisco,CA,Elementary Education and Teaching,Agricultural Business Technology,3.16,2026,31,16,22,18,21,400,482,658,690,505,524,707,734,616,493,600,0
5026,thomas64,NHmL0lZ4lQ3maMM3r,NY,154,Friends Seminary,New York,NY,"Classical, Ancient Mediterranean and Near Eastern Studies and Archaeology",Foreign Language Teacher Education,3.73,2026,17,14,28,20,25,552,572,413,800,400,575,546,748,612,625,725,5
5025,barnesrodney,u24nVQqFB,NY,137,Emma Willard School,Troy,NY,Japanese Language and Literature,Ecology and Evolutionary Biology,3.25,2024,22,13,18,17,19,493,688,721,600,627,695,558,726,766,505,799,8
5024,michellegonzalez,uz1JNhEyFgHSqdAjV,NY,26,EF Academy New York,Thornwood,NY,Asian-American Studies,"Electrical, Electronic and Communications Engineering Technology/Technician",2.73,2024,21,22,23,18,36,593,508,754,720,525,678,755,714,592,664,552,2
5023,wellsjason,5f2yjkbehv3bhVxl,NY,26,EF Academy New York,Thornwood,NY,Biotechnology,Diagnostic Medical Sonography/Sonographer and Ultrasound Technician,2.98,2026,18,23,18,22,25,409,650,733,702,618,686,626,527,493,473,680,7
5022,anneterry,89vBvuBp7G5TDgwuFk,CA,96,San Francisco University High School,San Francisco,CA,"English Language and Literature/Letters, Other","Foods, Nutrition, and Related Services, Other",2.59,2027,23,18,25,23,17,539,445,670,577,621,614,786,760,643,488,538,3
5021,smithzoe,y1Jv82uhTaYSR9b,MA,55,Massachusetts Academy of Math & Science,Worcester,MA,"Forestry, General","Family and Consumer Economics and Related Services, Other",3.03,2025,23,15,17,17,16,508,584,633,548,649,562,699,626,708,479,624,8
5020,michellerodriguez,87wLImOewDPjqYUeMSUu,MD,89,Holton-Arms School,Bethesda,MD,Engineering Science,Bioinformatics,3.42,2024,15,25,21,16,17,481,554,800,609,684,647,724,666,669,629,684,2
5019,ataylor,J6w3HCzrto,IL,22,Illinois Mathematics and Science Academy,Aurora,IL,Entrepreneurship/Entrepreneurial Studies,Ethics,2.06,2027,19,23,28,23,32,530,461,637,614,689,693,800,632,647,648,708,8
5018,melindawinters,o87u09ElHVcRDv4pIP5T,NY,115,French-American School of New York,Mamaroneck,NY,Biochemistry,"Geological and Earth Sciences/Geosciences, Other",3.08,2024,27,13,14,25,23,475,650,720,425,659,450,783,742,667,644,800,1
5017,lamkelli,1OoTP6OvVe3um0i,NY,135,Saint Ann's School,Brooklyn,NY,Community Health Services/Liaison/Counseling,"Economics, General",3.11,2024,26,21,24,23,15,400,460,635,552,689,579,800,706,800,730,663,2
5016,morganlee,y8Q2u0LzJ9,CA,184,Oakwood School,North Hollywood,CA,"Agricultural Business and Management, Other",Ceramic Arts and Ceramics,3.14,2028,22,14,19,25,25,470,504,670,621,532,422,657,800,649,800,618,2
5015,joe07,2h6jyRLrrHyDXM4Wwu,CA,82,The Thacher School,Ojai,CA,Christian Studies,Applied Economics,3.24,2023,12,22,27,35,10,610,607,640,525,567,683,541,606,633,686,645,5
5014,travis89,03E5vKCZusNu,CT,17,The Hotchkiss School,Lakeville,CT,Financial Planning and Services,Forest Management/Forest Resources Management,3.13,2023,26,28,24,21,15,400,480,493,649,640,428,610,613,639,709,791,5
5013,stevensandrew,y30berFQm68VZfDG9fV,CA,123,Henry M. Gunn High School,Palo Alto,CA,Engineering Science,Industrial Technology/Technician,3.65,2027,27,16,26,24,28,476,601,685,518,679,581,728,573,705,624,448,1
5012,julie98,R939ILYrIvJY6IihIu,MA,142,Belmont Hill School,Belmont,MA,East Asian Studies,American/United States Studies/Civilization,2.71,2027,36,30,18,18,22,540,589,717,655,703,674,635,648,562,658,572,9
5011,joelmoran,JxLgacrieVo1,NY,15,Brearley School,New York,NY,Dental Hygiene/Hygienist,Bioinformatics,3.48,2025,29,7,23,24,19,400,653,543,606,562,461,800,669,468,744,559,0
5010,qmartinez,ZQasrTAg0,MA,23,Noble and Greenough School,Dedham,MA,Curriculum and Instruction,"Drama and Dramatics/Theatre Arts, General",2.71,2028,23,23,20,22,23,515,400,646,798,795,544,800,630,618,699,541,8
5009,conniemorrison,J4O2WhTTmVG,NY,131,Jericho Senior High School,Jericho,NY,Agricultural Engineering,Forest Management/Forest Resources Management,2.89,2028,10,30,23,20,15,765,485,400,800,460,657,766,581,614,596,621,3
5008,marcohamilton,80LKVggEHl1xJ,MA,98,The Roxbury Latin School,West Roxbury,MA,Animal Behavior and Ethology,Molecular Biology,2.53,2027,23,22,32,26,26,499,482,500,800,645,640,566,748,564,678,635,5
5007,angelacoleman,mbftAiMfg5Hq4leigC,CA,168,Marymount High School,Los Angeles,CA,Cyber/Computer Forensics and Counterterrorism,"Applied Horticulture/Horticulture Operations, General",3.00,2027,18,20,21,17,30,721,605,443,800,701,652,731,715,743,739,608,8
5006,courtneybrown,O6hwbHwuxYuaP,CA,183,Sierra Canyon School,Chatsworth,CA,General Literature,Curriculum and Instruction,2.83,2025,16,30,27,11,23,619,537,767,708,601,774,730,679,601,480,634,1
5005,cynthiafranklin,3qGTl9gTDd8Rtr6p,NY,130,United Nations International School - Manhattan Campus,New York,NY,"Health and Physical Education/Fitness, Other",Acting,3.51,2027,15,15,16,25,22,477,517,669,759,641,768,675,541,560,571,650,6
5004,weberderrick,Pf6mEMEH4fSLxy,OH,193,Laurel School,Shaker Heights,OH,Asian Studies/Civilization,International/Global Studies,2.03,2023,5,23,3,24,18,577,475,543,591,400,689,703,598,577,641,613,10
5003,dhogan,8O1ZQPKk1yiXqnsme,NY,170,BASIS Independent Manhattan,New York,NY,Gerontology,Liberal Arts and Sciences/Liberal Studies,2.49,2027,11,11,24,31,20,625,400,608,735,661,497,708,647,758,745,703,7
5002,ltaylor,pMIbGdHGKZ3b,NY,157,Poly Prep Country Day School,Brooklyn,NY,"Engineering Technology, General",Cultural Studies/Critical Theory and Analysis,2.58,2028,27,13,24,20,18,571,611,402,722,480,666,642,536,640,624,495,7
5001,amber45,s4CMxCyR,NY,107,Rippowam Cisqua School,Bedford,NY,Dairy Science,"Fine/Studio Arts, General",3.07,2025,21,21,18,22,16,657,655,446,637,678,457,800,574,592,496,724,7
5000,douglasbenjamin,jJjR7Htx,CA,172,Pacific Ridge School,Carlsbad,CA,Journalism,Hospitality and Recreation Marketing Operations,2.80,2025,27,27,20,20,16,400,498,700,747,569,591,784,444,724,532,713,1
4999,evansbernard,xI097VepAYRd4,CA,183,Sierra Canyon School,Chatsworth,CA,Health Teacher Education,Exercise Physiology,3.11,2023,25,21,27,18,10,472,648,657,617,548,772,492,613,800,720,800,1
4998,grosskimberly,J9F6OsPqAi,NH,1,Phillips Exeter Academy,Exeter,NH,Computer Science,"Administrative Assistant and Secretarial Science, General",2.49,2026,26,14,26,19,12,732,562,789,693,711,632,791,766,626,543,800,4
4997,mlewis,8nxK1QnuTuljCrzxnoq,CA,126,Menlo School,Atherton,CA,Biochemistry,Information Science/Studies,2.89,2024,13,29,21,27,19,400,400,686,618,619,688,729,561,464,631,790,3
4996,gdrake,NQU4YxQq32BOeFd,CA,4,The College Preparatory School,Oakland,CA,Broadcast Journalism,International Relations and Affairs,2.84,2026,31,28,28,10,30,556,532,542,575,612,481,800,698,681,612,644,6
4995,paynedavid,rhSgEYrq8uLrLtGSZXu,NJ,49,High Technology High School,Lincroft,NJ,English/Language Arts Teacher Education,Computer Software Engineering,2.76,2027,29,25,15,21,14,531,408,612,593,522,800,728,518,625,800,774,10
4994,xtaylor,8VvfYcmXXfIiTF,TX,87,Greenhill School,Addison,TX,Entomology,Molecular Biology,2.86,2028,18,29,22,18,18,603,400,686,690,572,800,678,532,640,669,673,4
4993,gregpowell,Ux2evTirDaluOIq,MA,32,Middlesex School,Concord,MA,International Public Health/International Health,"Classics and Classical Languages, Literatures, and Linguistics, General",3.24,2025,21,27,25,20,20,412,475,490,746,566,531,800,523,733,800,599,3
4992,hbyrd,C7e7H8eCkw,NJ,77,Delbarton School,Morristown,NJ,"Ethnic, Cultural Minority, Gender, and Group Studies, Other",Health/Health Care Administration/Management,2.68,2028,26,25,20,31,29,405,639,503,567,721,614,609,777,523,638,658,3
4991,jennifermorris,GEOW33QZ15TSwpQX1zvB,MA,3,Phillips Academy,Andover,MA,Graphic Design,Computer Graphics,3.29,2024,13,19,21,24,17,674,563,524,606,639,757,726,636,800,748,571,0
4990,joshua44,9dWIJ5h0,MA,98,The Roxbury Latin School,West Roxbury,MA,Educational Psychology,Fine and Studio Arts Management,3.17,2024,18,15,14,12,32,400,500,571,560,554,702,645,740,602,800,520,10
4989,normanchristopher,gZ2vDLNg8cenR,MA,23,Noble and Greenough School,Dedham,MA,"English Language and Literature, General","Geography, Other",2.57,2028,17,26,29,5,20,497,605,400,709,800,626,567,543,576,659,612,7
4988,uhardin,C61Yv2Dr9,NY,12,Horace Mann School,Bronx,NY,Energy Management and Systems Technology/Technician,Criminal Justice/Law Enforcement Administration,3.11,2026,10,17,21,15,27,440,439,740,592,409,657,735,645,692,449,767,6
4987,millerharry,ApH5UiOX3mVpIiUmI,TX,2,St. Mark's School of Texas,Dallas,TX,"Communication and Media Studies, Other","Agricultural Public Services, Other",2.09,2023,32,17,26,16,22,596,536,483,800,724,515,800,566,800,526,714,0
4986,jeffery73,aEmzSPa6i55,PA,133,The Baldwin School,Bryn Mawr,PA,"Geology/Earth Science, General",Kinesiology and Exercise Science,2.96,2023,27,25,25,22,8,471,565,400,726,669,590,489,589,665,792,692,6
4985,bethlong,ZCBlLJfpac30yFDyn,PA,133,The Baldwin School,Bryn Mawr,PA,"Fine Arts and Art Studies, Other","Education, General",2.83,2023,35,18,20,30,28,695,499,547,735,614,683,565,725,730,695,679,4
4984,xschmidt,97cZSlbE6,NJ,40,Bergen County Academies,Hackensack,NJ,"Classics and Classical Languages, Literatures, and Linguistics, General",Fashion/Apparel Design,3.03,2028,15,33,17,33,15,570,455,618,681,400,686,800,563,705,640,579,6
4983,browningmichael,VVi0eqc0KkbtBBx69Y,CA,146,Francis Parker School,San Diego,CA,Exercise Physiology,"Communication and Media Studies, Other",3.27,2025,13,19,22,29,17,400,566,537,606,562,476,542,451,478,547,568,2
4982,poolekristina,4PruUBgga,NY,107,Rippowam Cisqua School,Bedford,NY,Child Development,Gerontology,3.32,2028,33,19,17,26,22,617,597,800,736,543,422,737,679,562,744,770,6
4981,jponce,kvbS6xvJs3hLABy4KF7V,TX,58,St. John's School,Houston,TX,Geography Teacher Education,History Teacher Education,3.13,2024,14,23,28,16,27,610,584,668,732,682,643,722,678,615,753,610,0
4980,cjohnson,0b33JFeJoX185,MA,174,Northfield Mount Hermon School,Mount Hermon,MA,Health Policy Analysis,"History, Other",2.44,2025,31,20,25,19,25,604,627,629,585,733,541,629,618,628,488,708,4
4979,kathleen64,sD2ZNEjk8xTY5iF,CA,181,Palo Alto High School,Palo Alto,CA,African Studies,Agricultural Economics,3.35,2023,22,16,18,20,13,494,543,663,658,571,613,765,486,689,588,660,5
4978,jennifercruz,X353L7JgeJ7DFtamTd,NY,164,The Green Vale School,Glen Head,NY,Biopsychology,"Marketing/Marketing Management, General",2.23,2025,20,29,30,33,19,428,571,573,757,654,643,696,689,654,642,756,7
4977,davissteven,4QfpJk8T0pr4,MA,24,Deerfield Academy,Deerfield,MA,Biology Teacher Education,"Foreign Languages and Literatures, General",3.21,2027,22,18,21,16,9,486,636,481,594,726,613,661,584,647,775,800,9
4976,rosebrian,Z5hRctq9OQjAooFt,PA,191,The Hill School,Pottstown,PA,Creative Writing,Ecology and Evolutionary Biology,2.41,2027,30,18,25,15,19,461,639,682,681,568,534,558,712,493,725,657,8
4975,yateskelsey,6GOfPy1zmpaCTutWc3L,NJ,171,Donovan Catholic High School,Toms River,NJ,"Communication, Journalism, and Related Programs, Other",Biotechnology,2.69,2027,28,20,15,27,23,597,537,645,497,634,546,786,627,585,706,594,6
4974,umartinez,8kcM3Sqz,MD,189,Landon School,Bethesda,MD,Computational Mathematics,Junior High/Intermediate/Middle School Education and Teaching,2.83,2027,31,23,6,17,25,716,641,535,696,531,670,677,707,507,721,800,1
4973,wnguyen,8g1UBxtjAQnf6xRBmE,CA,6,Harvard-Westlake School,Los Angeles,CA,Forensic Science and Technology,"Engineering, Other",2.92,2026,36,20,22,12,23,666,520,454,562,521,523,800,651,800,636,481,10
4972,zholmes,3Q64v8MxETaRuRx,MA,3,Phillips Academy,Andover,MA,Elementary Education and Teaching,"Geography, Other",2.63,2025,25,33,16,28,23,585,527,511,580,560,800,588,653,654,775,557,7
4971,monica79,C8uiIR1bw8rYxipIbW,NY,13,Collegiate School,New York,NY,Jazz/Jazz Studies,Criminal Justice/Safety Studies,2.90,2023,22,19,22,20,24,468,531,599,747,800,623,757,710,724,532,800,5
4970,icampbell,U1qh9XiB43vnhzFV5D,MN,162,The Blake School,Hopkins,MN,Agroecology and Sustainable Agriculture,Agricultural Teacher Education,3.23,2026,22,28,30,24,33,497,589,684,786,632,727,577,520,690,754,774,5
4969,gsmith,lnhOY7pyME2QH5,NJ,161,Gill St. Bernard's School,Gladstone,NJ,Ancient Studies/Civilization,Indian/Native American Education,2.61,2025,24,21,18,24,17,496,469,704,723,594,588,800,413,611,749,671,6
4968,lucassmith,9GjZ7xMIdi,MA,32,Middlesex School,Concord,MA,Audiology/Audiologist,Game and Interactive Media Design,2.90,2026,32,8,19,16,20,409,439,723,661,600,658,701,800,400,541,444,9
4967,richard30,t3sNKjkej8W6ArfkkD,CA,147,The Athenian School,Danville,CA,"Computer Programming, Specific Applications",Computational Mathematics,2.84,2024,26,31,35,21,14,579,505,482,800,643,557,546,548,750,727,693,5
4966,arthurnelson,a4MLb83qSF1wR2p50GV,NY,131,Jericho Senior High School,Jericho,NY,Biochemistry and Molecular Biology,Education/Teaching of Individuals with Emotional Disturbances,3.68,2024,11,25,27,36,20,567,568,519,675,681,738,463,641,775,532,553,6
4965,fieldseric,32GYtTuAJQ5PlpW,WA,65,The Overlake School,Redmond,WA,Curriculum and Instruction,Fashion Merchandising,2.89,2023,17,27,27,16,12,400,508,551,645,616,536,630,580,800,648,800,2
4964,kevin16,8Y8uRZi1MooRYS3Nza6G,CA,93,Windward School,Los Angeles,CA,Biopsychology,Architectural Engineering,4.00,2027,23,21,11,25,21,506,629,657,501,521,564,682,421,651,754,681,4
4963,raymond82,QkTWgqGR4Ef,TX,105,Cistercian Preparatory School,Irving,TX,Criminal Justice/Law Enforcement Administration,Ecology and Evolutionary Biology,3.48,2023,25,23,24,27,21,587,449,543,606,542,702,729,553,676,726,790,3
4962,phardy,37kr8RkGELWS5Xc,CA,91,The Branson School,Ross,CA,Computational Mathematics,Electrical and Electronics Engineering,3.26,2024,20,22,21,24,22,594,400,545,741,726,739,799,595,681,732,504,7
4961,collinsmichael,9HovgBFr9,CA,147,The Athenian School,Danville,CA,Architecture,"Foreign Languages and Literatures, General",3.94,2028,16,25,18,18,17,590,400,651,637,800,605,628,499,527,666,609,10
4960,ckirby,K6AoXnXc3uFa73su,MA,117,St. Mark's School,Southborough,MA,"Design and Visual Communications, General",Cyber/Computer Forensics and Counterterrorism,3.36,2028,20,23,14,26,23,463,625,528,482,441,725,706,644,659,800,601,7
4959,fletcherwilliam,Hz2AzyqiIK7YCKpy,NY,5,Trinity School,New York,NY,Computer Systems Analysis/Analyst,"Corrections and Criminal Justice, Other",3.36,2028,36,16,24,26,20,641,530,652,743,418,477,467,633,550,652,541,6
4958,brianday,Co06XgmyRkt6,NY,42,Rye Country Day School,Rye,NY,Computer Systems Analysis/Analyst,Hospitality and Recreation Marketing Operations,3.22,2026,19,16,18,20,16,554,520,535,629,586,558,789,652,752,594,519,3
4957,bkim,1aYkSB3ctlL4ocH7NdiY,NY,53,The Windsor School,Flushing,NY,"English Language and Literature/Letters, Other",Hospitality and Recreation Marketing Operations,3.14,2025,15,26,16,22,15,484,649,535,400,728,551,778,738,662,601,626,1
4956,jeremy68,mI9HNFsD1nEuPxF,NJ,10,The Lawrenceville School,Lawrenceville,NJ,Liberal Arts and Sciences/Liberal Studies,Applied and Professional Ethics,2.90,2023,20,17,31,27,18,558,581,654,713,660,653,702,478,799,726,573,7
4955,brendaanderson,hb8xJPtvwo6G,NY,170,BASIS Independent Manhattan,New York,NY,Industrial Engineering,Drawing,3.64,2028,26,23,16,15,13,706,627,594,521,400,800,787,410,648,800,539,8
4954,pamela61,VvGTTpbw2wiON8l0O9S,CA,126,Menlo School,Atherton,CA,Biometry/Biometrics,"Chemistry, General",2.69,2028,27,21,29,20,15,546,650,498,560,663,461,800,400,695,724,800,3
4953,hicksmatthew,2JewmY2M0XYPGP,CA,25,Polytechnic School,Pasadena,CA,"Economics, Other",Agribusiness/Agricultural Business Operations,2.91,2024,18,23,27,24,14,499,400,481,705,585,557,800,614,739,756,554,7
4952,robert20,033gYlgeB,FL,68,Pine Crest School - Fort Lauderdale,Fort Lauderdale,FL,"Computer Engineering, General",Computer and Information Systems Security/Information Assurance,2.22,2023,24,20,23,28,26,454,400,604,728,658,625,800,556,623,651,510,6
4951,daisyluna,Kl8YLrKxvFWcU1V938,CA,9,Castilleja School,Palo Alto,CA,European Studies/Civilization,"Engineering Technologies and Engineering-Related Fields, Other",2.73,2025,20,23,25,24,15,522,479,485,677,696,623,740,586,566,800,741,5
4950,brooksamy,owAUNx41K4TVK,NY,13,Collegiate School,New York,NY,Construction Engineering Technology/Technician,Astronomy,2.94,2028,28,26,31,18,21,400,537,438,745,553,541,707,571,637,681,532,5
4949,hamptonjason,tkykDaUd43JDWxtZDBN,MN,162,The Blake School,Hopkins,MN,Community Psychology,Civil Engineering Technology/Technician,2.93,2024,20,21,35,18,18,698,536,725,780,657,631,600,739,605,733,449,8
4948,udeleon,HW6Ow2jw74Ag,MA,23,Noble and Greenough School,Dedham,MA,Dietetics/Dietitian,"Chemistry, General",2.54,2026,26,23,24,28,14,516,467,681,472,602,546,725,677,580,648,571,6
